url_len,host_len,path_len,n_dot,n_hyphen,n_us,n_slash,n_q,n_eq,n_at,n_amp,n_pct,n_dig,dig_ratio,n_spec,spec_ratio,has_ip,is_https,n_subdom,has_at,tld_len,longest_token,phishing
37,12,17,2,2,0,3,0,0,0,0,0,0,0.0,8,0.21621621621621623,0,1,1,0,3,7,0
132,16,24,3,0,2,4,1,1,0,0,0,8,0.06060606060606061,12,0.09090909090909091,0,1,1,0,3,43,1
34,26,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.17647058823529413,0,0,1,0,3,14,1
77,29,39,3,0,0,6,1,0,0,0,0,19,0.24675324675324675,12,0.15584415584415584,0,1,1,0,3,15,1
40,23,10,2,2,0,3,0,0,0,0,0,0,0.0,8,0.2,0,0,0,0,3,6,1
37,21,8,3,0,0,3,0,0,0,0,0,2,0.05405405405405406,7,0.1891891891891892,0,1,1,0,3,10,1
57,33,16,2,2,0,4,0,0,0,0,0,2,0.03508771929824561,9,0.15789473684210525,0,1,0,0,3,14,1
49,20,21,2,1,0,3,0,0,0,0,0,0,0.0,7,0.14285714285714285,0,1,1,0,3,12,0
422,16,8,23,0,18,17,2,10,1,8,0,7,0.016587677725118485,92,0.21800947867298578,0,0,1,1,3,10,1
39,17,14,2,1,0,5,0,0,0,0,0,3,0.07692307692307693,9,0.23076923076923078,0,1,1,0,3,6,0
34,21,5,2,0,0,3,0,0,0,0,0,0,0.0,6,0.17647058823529413,0,1,1,0,3,13,0
29,16,5,2,0,0,4,0,0,0,0,0,0,0.0,7,0.2413793103448276,0,1,1,0,2,9,1
40,17,15,2,0,0,3,0,0,0,0,0,0,0.0,6,0.15,0,1,1,0,2,14,0
60,18,35,1,0,0,4,0,0,0,0,0,20,0.3333333333333333,6,0.1,0,0,0,0,3,32,1
31,16,7,2,0,0,3,0,0,0,0,0,0,0.0,6,0.1935483870967742,0,1,1,0,3,8,0
42,22,12,2,1,0,4,0,0,0,0,0,0,0.0,8,0.19047619047619047,0,1,1,0,3,14,0
38,25,5,2,0,0,3,0,0,0,0,0,0,0.0,6,0.15789473684210525,0,1,1,0,3,17,0
62,28,27,2,1,0,6,0,0,0,0,0,0,0.0,10,0.16129032258064516,0,0,1,0,3,20,1
33,19,6,2,0,0,4,0,0,0,0,0,0,0.0,7,0.21212121212121213,0,1,1,0,3,11,0
74,11,32,2,1,0,7,1,1,0,1,0,0,0.0,15,0.20270270270270271,0,0,0,0,3,7,1
38,16,14,2,1,0,4,0,0,0,0,0,0,0.0,8,0.21052631578947367,0,1,1,0,2,9,0
84,73,3,4,2,0,3,0,0,0,0,0,34,0.40476190476190477,12,0.14285714285714285,0,1,3,0,3,32,1
63,25,30,2,2,0,3,0,0,0,0,0,0,0.0,8,0.12698412698412698,0,1,1,0,3,17,0
63,32,23,2,1,2,3,0,0,0,0,0,17,0.2698412698412698,9,0.14285714285714285,0,1,0,0,2,17,1
78,28,42,3,1,0,4,0,1,0,0,0,21,0.2692307692307692,10,0.1282051282051282,0,1,2,0,2,30,1
43,13,23,3,0,0,5,0,0,0,0,0,10,0.23255813953488372,9,0.20930232558139536,1,0,2,0,2,9,1
35,15,12,4,1,0,3,0,0,0,0,0,0,0.0,9,0.2571428571428571,0,1,2,0,2,7,0
59,18,33,1,0,0,3,0,0,0,0,0,27,0.4576271186440678,6,0.1016949152542373,0,1,0,0,6,32,1
30,14,8,2,0,0,4,0,0,0,0,0,0,0.0,7,0.23333333333333334,0,1,1,0,3,6,0
48,19,21,2,0,0,4,0,0,0,0,0,0,0.0,7,0.14583333333333334,0,1,1,0,3,12,0
46,16,23,2,0,0,4,0,0,0,0,0,21,0.45652173913043476,7,0.15217391304347827,0,0,1,0,2,21,1
38,16,14,3,0,1,3,0,0,0,0,0,0,0.0,8,0.21052631578947367,0,1,1,0,3,8,0
128,20,101,4,1,9,5,0,0,0,0,0,19,0.1484375,20,0.15625,0,0,2,0,2,12,1
23,14,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.2608695652173913,0,1,1,0,2,7,0
118,18,92,2,4,0,8,0,0,0,0,0,20,0.1694915254237288,15,0.1271186440677966,0,1,0,0,3,24,1
42,33,1,1,3,0,3,0,0,0,0,0,0,0.0,8,0.19047619047619047,0,1,0,0,3,8,1
99,15,76,2,0,0,7,0,0,0,0,0,5,0.050505050505050504,10,0.10101010101010101,0,1,1,0,3,56,1
81,15,33,5,1,0,6,0,0,1,0,0,0,0.0,15,0.18518518518518517,0,1,2,1,2,11,1
31,15,8,2,0,0,3,0,0,0,0,0,0,0.0,6,0.1935483870967742,0,1,1,0,3,7,0
28,20,1,1,1,0,3,0,0,0,0,0,2,0.07142857142857142,6,0.21428571428571427,0,0,0,0,2,8,1
101,19,74,6,2,0,6,0,0,0,0,0,3,0.0297029702970297,15,0.1485148514851485,0,1,0,0,3,15,1
44,17,19,3,0,0,5,0,0,0,0,0,0,0.0,9,0.20454545454545456,0,1,2,0,2,9,0
25,9,9,1,0,0,4,0,1,0,0,0,0,0.0,7,0.28,0,0,0,0,2,6,1
75,23,44,2,4,0,5,0,0,0,0,0,0,0.0,12,0.16,0,1,1,0,3,15,0
43,18,17,3,0,0,3,0,0,0,0,0,0,0.0,7,0.16279069767441862,0,1,1,0,3,12,0
43,16,19,2,2,0,4,0,0,0,0,0,0,0.0,9,0.20930232558139536,0,1,1,0,3,12,0
208,18,16,2,0,1,4,1,3,0,2,0,44,0.21153846153846154,16,0.07692307692307693,0,1,0,0,3,64,1
67,13,46,3,1,1,7,0,0,0,0,0,6,0.08955223880597014,13,0.19402985074626866,0,1,1,0,2,9,0
52,20,24,3,1,0,5,0,0,0,0,0,0,0.0,10,0.19230769230769232,0,1,2,0,2,13,0
124,17,99,3,1,0,6,0,0,0,0,0,33,0.2661290322580645,11,0.08870967741935484,0,1,1,0,2,64,0
72,26,39,4,1,0,4,0,1,0,0,0,21,0.2916666666666667,11,0.1527777777777778,0,0,2,0,2,23,1
38,30,1,3,1,0,3,0,0,0,0,0,0,0.0,8,0.21052631578947367,0,0,2,0,2,10,1
40,21,11,2,0,0,3,0,0,0,0,0,0,0.0,6,0.15,0,1,1,0,3,12,1
71,59,5,3,1,0,4,0,0,0,0,0,18,0.2535211267605634,9,0.1267605633802817,0,0,2,0,3,34,1
40,15,17,2,1,0,4,0,0,0,0,0,0,0.0,8,0.2,0,1,1,0,3,7,0
50,14,28,3,1,0,4,0,0,0,0,0,1,0.02,9,0.18,0,1,1,0,3,11,0
50,17,26,3,0,0,6,0,0,0,0,0,0,0.0,10,0.2,0,0,0,0,3,13,1
63,22,33,2,2,0,5,0,0,0,0,0,1,0.015873015873015872,10,0.15873015873015872,0,1,1,0,2,15,0
42,17,17,3,1,0,3,0,0,0,0,0,0,0.0,8,0.19047619047619047,0,1,1,0,3,9,0
31,12,11,2,0,0,3,0,0,0,0,0,0,0.0,6,0.1935483870967742,0,1,1,0,2,10,0
34,12,14,3,0,0,3,0,0,0,0,0,0,0.0,7,0.20588235294117646,0,1,1,0,2,8,0
26,14,4,2,0,0,3,0,0,0,0,0,0,0.0,6,0.23076923076923078,0,1,1,0,3,6,0
33,13,12,3,0,0,3,0,0,0,0,0,0,0.0,7,0.21212121212121213,0,1,1,0,2,7,0
74,20,46,3,4,0,3,0,0,0,0,0,0,0.0,11,0.14864864864864866,0,1,1,0,2,18,0
38,14,16,2,0,0,4,0,0,0,0,0,0,0.0,7,0.18421052631578946,0,1,1,0,2,14,0
25,16,1,2,1,0,3,0,0,0,0,0,0,0.0,7,0.28,0,1,1,0,2,5,0
164,109,11,8,5,0,3,1,1,1,0,0,4,0.024390243902439025,20,0.12195121951219512,0,1,4,1,5,27,1
25,16,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.24,0,1,1,0,3,8,0
37,15,14,2,1,0,4,0,0,0,0,0,0,0.0,8,0.21621621621621623,0,1,1,0,3,8,0
19,6,6,1,0,0,3,0,0,0,0,0,0,0.0,5,0.2631578947368421,0,0,0,0,2,5,1
499,18,10,2,0,0,4,1,1,0,0,0,54,0.10821643286573146,9,0.018036072144288578,0,1,1,0,3,459,1
36,18,10,1,0,0,4,0,0,0,0,0,0,0.0,6,0.16666666666666666,0,1,0,0,3,14,1
22,13,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.2727272727272727,0,1,1,0,2,6,0
60,34,18,10,1,0,4,0,0,0,0,0,0,0.0,16,0.26666666666666666,0,1,1,0,3,11,1
50,19,23,3,1,0,4,0,0,0,0,0,0,0.0,9,0.18,0,1,1,0,2,12,0
26,17,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.23076923076923078,0,1,1,0,3,6,1
43,11,24,2,1,0,6,0,0,0,0,0,0,0.0,10,0.23255813953488372,0,1,1,0,2,8,0
28,19,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.21428571428571427,0,1,1,0,3,11,0
55,21,26,3,1,0,5,0,0,0,0,0,0,0.0,10,0.18181818181818182,0,1,2,0,2,13,0
188,24,148,4,9,1,10,1,0,0,0,0,35,0.18617021276595744,26,0.13829787234042554,0,0,1,0,3,34,1
30,13,10,1,0,1,4,0,0,0,0,0,0,0.0,7,0.23333333333333334,0,0,0,0,3,9,1
53,17,29,2,0,0,6,0,0,0,0,0,1,0.018867924528301886,9,0.16981132075471697,0,0,0,0,3,13,1
26,13,5,2,1,0,3,0,0,0,0,0,0,0.0,7,0.2692307692307692,0,1,1,0,3,5,0
29,20,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.20689655172413793,0,1,1,0,3,12,0
30,16,7,1,0,0,4,0,0,0,0,0,0,0.0,6,0.2,0,0,0,0,2,13,1
65,16,34,3,3,0,4,1,1,0,0,0,7,0.1076923076923077,13,0.2,0,1,1,0,2,6,1
45,20,17,2,1,0,4,0,0,0,0,0,9,0.2,8,0.17777777777777778,0,1,1,0,4,9,1
255,18,38,1,1,2,4,1,3,0,2,0,109,0.42745098039215684,17,0.06666666666666667,0,0,0,0,2,64,1
22,13,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.2727272727272727,0,1,1,0,3,5,0
38,23,8,2,1,0,3,0,0,0,0,0,0,0.0,7,0.18421052631578946,0,0,1,0,3,8,1
49,14,27,2,2,0,4,0,0,0,0,0,0,0.0,9,0.1836734693877551,0,1,1,0,3,11,0
45,9,29,1,0,0,6,0,0,0,0,0,0,0.0,8,0.17777777777777778,0,0,0,0,3,10,1
231,30,111,6,16,0,8,1,2,1,1,0,51,0.22077922077922077,38,0.1645021645021645,0,1,1,1,3,15,1
48,21,19,2,0,0,3,0,0,0,0,0,0,0.0,6,0.125,0,1,1,0,3,18,0
46,24,14,3,1,0,3,0,0,0,0,0,0,0.0,8,0.17391304347826086,0,1,1,0,3,11,1
42,15,20,1,1,0,5,0,0,0,0,0,0,0.0,8,0.19047619047619047,0,0,0,0,3,11,1
35,26,1,2,0,0,3,0,0,0,0,0,5,0.14285714285714285,6,0.17142857142857143,0,1,1,0,3,13,1
73,57,8,2,4,0,4,0,0,0,0,0,3,0.0410958904109589,11,0.1506849315068493,0,1,1,0,4,26,1
48,11,29,2,3,0,4,0,0,0,0,0,0,0.0,10,0.20833333333333334,0,1,1,0,3,10,0
214,20,21,2,0,1,4,1,3,0,2,0,56,0.2616822429906542,16,0.07476635514018691,0,0,0,0,3,64,1
36,20,8,1,0,0,3,0,0,0,0,0,0,0.0,5,0.1388888888888889,0,1,0,0,3,16,1
110,12,91,3,1,1,13,0,0,0,0,0,5,0.045454545454545456,19,0.17272727272727273,0,0,1,0,2,10,1
27,18,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.2222222222222222,0,1,1,0,3,10,0
46,28,11,3,2,0,3,0,0,0,0,0,0,0.0,9,0.1956521739130435,0,0,1,0,2,11,1
52,20,24,3,1,0,3,0,0,0,0,0,0,0.0,8,0.15384615384615385,0,1,1,0,3,12,0
220,14,40,3,0,1,6,1,3,0,2,0,65,0.29545454545454547,18,0.08181818181818182,0,1,1,0,2,64,1
30,11,11,2,0,0,4,0,0,0,0,0,0,0.0,7,0.23333333333333334,0,1,1,0,3,9,0
51,13,30,2,1,0,5,0,0,0,0,0,0,0.0,9,0.17647058823529413,0,1,1,0,2,11,0
67,17,42,2,3,0,5,0,0,0,0,0,0,0.0,11,0.16417910447761194,0,1,1,0,3,9,0
28,11,9,1,0,0,3,0,0,0,0,0,2,0.07142857142857142,5,0.17857142857142858,0,1,0,0,3,8,1
28,11,9,2,0,0,3,0,0,0,0,0,3,0.10714285714285714,6,0.21428571428571427,0,1,0,0,4,6,1
166,30,56,6,4,0,8,1,2,1,1,0,26,0.1566265060240964,26,0.1566265060240964,0,1,1,1,3,20,1
67,27,33,3,2,0,5,0,0,0,0,0,3,0.04477611940298507,11,0.16417910447761194,0,0,1,0,2,20,1
35,16,11,3,0,0,3,0,0,0,0,0,0,0.0,7,0.2,0,1,1,0,2,9,0
60,19,33,2,3,0,4,0,0,0,0,0,0,0.0,10,0.16666666666666666,0,1,1,0,3,11,0
430,14,10,24,0,18,21,2,10,1,9,0,18,0.04186046511627907,99,0.2302325581395349,1,0,2,1,2,10,1
49,40,1,2,3,0,3,0,0,0,0,0,0,0.0,9,0.1836734693877551,0,1,1,0,4,8,1
49,16,25,3,0,0,5,0,0,0,0,0,0,0.0,9,0.1836734693877551,0,1,1,0,3,8,0
37,19,10,1,0,0,5,0,0,0,0,0,0,0.0,7,0.1891891891891892,0,1,0,0,3,15,1
37,20,9,2,1,0,3,0,0,0,0,0,0,0.0,7,0.1891891891891892,0,1,1,0,3,12,0
81,73,1,4,2,0,3,0,0,0,0,0,38,0.4691358024691358,10,0.12345679012345678,0,0,3,0,3,32,1
44,27,9,2,2,0,4,0,0,0,0,0,13,0.29545454545454547,9,0.20454545454545456,0,1,1,0,3,8,1
81,12,62,2,0,0,7,0,0,0,0,0,18,0.2222222222222222,10,0.12345679012345678,0,0,0,0,3,32,1
61,15,38,2,0,0,4,0,0,0,0,0,6,0.09836065573770492,7,0.11475409836065574,0,1,1,0,3,35,1
45,30,7,2,0,0,3,0,0,0,0,0,1,0.022222222222222223,6,0.13333333333333333,0,1,1,0,3,18,1
38,30,1,3,1,0,3,0,0,0,0,0,0,0.0,8,0.21052631578947367,0,0,2,0,2,10,1
47,13,26,2,2,0,4,0,0,0,0,0,0,0.0,9,0.19148936170212766,0,1,1,0,2,11,0
59,25,26,2,1,0,5,0,0,0,0,0,0,0.0,9,0.15254237288135594,0,1,1,0,3,17,0
70,13,25,2,0,0,6,1,1,0,0,0,20,0.2857142857142857,11,0.15714285714285714,0,1,0,0,3,20,1
35,14,13,2,1,0,4,0,0,0,0,0,0,0.0,8,0.22857142857142856,0,1,1,0,3,6,0
28,10,10,2,0,0,4,0,0,0,0,0,0,0.0,7,0.25,0,1,1,0,2,8,0
64,27,30,2,1,0,7,0,0,0,0,0,4,0.0625,11,0.171875,0,0,1,0,3,19,1
77,22,14,5,1,0,4,1,2,0,1,0,3,0.03896103896103896,16,0.2077922077922078,0,1,3,0,3,7,1
28,20,1,2,0,0,3,0,0,0,0,0,6,0.21428571428571427,6,0.21428571428571427,0,0,1,0,3,9,1
50,8,35,1,2,0,5,0,0,0,0,0,0,0.0,9,0.18,0,0,0,0,2,7,1
38,21,9,3,1,0,4,0,0,0,0,0,0,0.0,9,0.23684210526315788,0,1,2,0,2,10,0
49,15,26,2,0,0,5,0,0,0,0,0,0,0.0,8,0.16326530612244897,0,1,1,0,2,16,0
41,24,9,2,0,0,3,0,0,0,0,0,0,0.0,6,0.14634146341463414,0,1,1,0,3,16,0
40,22,10,2,1,0,3,0,0,0,0,0,0,0.0,7,0.175,0,1,1,0,3,9,0
22,13,1,3,0,0,3,0,0,0,0,0,0,0.0,7,0.3181818181818182,0,1,2,0,2,5,0
48,14,26,2,2,0,5,0,0,0,0,0,0,0.0,10,0.20833333333333334,0,1,1,0,2,13,0
38,16,14,3,0,0,5,0,0,0,0,0,0,0.0,9,0.23684210526315788,0,1,2,0,2,7,0
67,59,1,4,2,0,3,0,0,0,0,0,8,0.11940298507462686,10,0.14925373134328357,0,0,3,0,3,26,1
63,19,37,2,0,0,4,0,0,0,0,0,17,0.2698412698412698,7,0.1111111111111111,0,0,1,0,2,32,1
78,20,50,3,0,0,6,0,0,0,0,0,0,0.0,10,0.1282051282051282,0,1,1,0,3,14,0
31,20,3,2,2,0,3,0,0,0,0,0,0,0.0,8,0.25806451612903225,0,1,1,0,3,5,0
25,16,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.24,0,1,1,0,3,8,0
51,42,1,2,2,0,3,0,0,0,0,0,0,0.0,8,0.1568627450980392,0,1,1,0,2,12,0
51,13,30,4,0,1,5,0,0,0,0,0,0,0.0,11,0.21568627450980393,0,1,2,0,2,8,0
117,41,68,4,3,0,9,0,0,0,0,0,15,0.1282051282051282,17,0.1452991452991453,0,1,2,0,3,31,1
56,16,32,3,0,0,5,0,0,0,0,0,0,0.0,9,0.16071428571428573,0,1,1,0,2,11,0
204,11,60,3,3,0,7,1,1,0,0,0,12,0.058823529411764705,16,0.0784313725490196,0,0,0,0,3,123,1
84,33,44,6,0,0,4,0,0,0,0,0,0,0.0,11,0.13095238095238096,0,0,3,0,3,19,1
48,16,24,3,0,1,3,0,0,0,0,0,0,0.0,8,0.16666666666666666,0,1,1,0,3,10,0
27,18,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.2222222222222222,0,1,1,0,2,11,0
68,59,1,4,2,0,3,0,0,0,0,0,8,0.11764705882352941,10,0.14705882352941177,0,1,3,0,3,26,1
123,25,34,2,0,0,7,1,3,0,1,0,3,0.024390243902439025,16,0.13008130081300814,0,1,0,0,3,39,1
30,13,9,3,0,0,3,0,0,0,0,0,1,0.03333333333333333,7,0.23333333333333334,0,1,1,0,3,5,0
48,17,23,2,1,0,4,0,0,0,0,0,0,0.0,8,0.16666666666666666,0,1,1,0,3,9,0
24,15,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.25,0,1,1,0,3,7,0
65,8,50,1,1,0,6,0,0,0,0,0,19,0.2923076923076923,9,0.13846153846153847,0,0,0,0,2,32,1
46,14,24,3,0,0,4,0,0,0,0,0,0,0.0,8,0.17391304347826086,0,1,1,0,3,11,0
97,28,21,3,2,0,4,1,2,0,2,0,0,0.0,18,0.18556701030927836,0,1,1,0,7,9,1
125,17,61,4,1,0,10,1,1,1,0,0,0,0.0,19,0.152,0,0,0,1,2,21,1
53,24,21,2,1,0,4,0,0,0,0,0,0,0.0,8,0.1509433962264151,0,1,1,0,3,16,0
50,19,23,2,1,0,4,0,0,0,0,0,0,0.0,8,0.16,0,1,1,0,2,12,0
111,23,46,3,0,0,4,1,1,0,0,0,38,0.34234234234234234,10,0.09009009009009009,0,1,1,0,3,32,1
53,33,13,4,1,0,3,0,0,0,0,0,2,0.03773584905660377,9,0.16981132075471697,0,0,2,0,2,10,1
35,21,7,1,1,0,5,0,0,0,0,0,0,0.0,8,0.22857142857142856,0,0,0,0,3,17,1
44,27,9,3,0,0,4,0,0,0,0,0,0,0.0,8,0.18181818181818182,0,1,2,0,2,17,0
76,16,52,3,4,0,4,0,0,0,0,0,0,0.0,12,0.15789473684210525,0,1,1,0,3,9,0
25,9,9,2,0,0,3,0,0,0,0,0,2,0.08,6,0.24,0,0,1,0,2,8,1
41,26,7,3,0,0,4,0,0,0,0,0,0,0.0,8,0.1951219512195122,0,1,2,0,2,15,0
43,20,15,2,0,0,4,0,0,0,0,0,0,0.0,7,0.16279069767441862,0,1,1,0,3,13,0
47,16,23,2,2,0,4,0,0,0,0,0,0,0.0,9,0.19148936170212766,0,1,1,0,3,8,0
36,15,14,1,0,0,4,0,0,0,0,0,0,0.0,6,0.16666666666666666,0,0,0,0,3,11,1
47,38,1,2,2,0,3,0,0,0,0,0,3,0.06382978723404255,8,0.1702127659574468,0,1,1,0,3,13,1
38,16,15,1,1,0,5,0,0,0,0,0,0,0.0,8,0.21052631578947367,0,0,0,0,3,12,1
34,17,9,3,0,0,4,0,0,0,0,0,0,0.0,8,0.23529411764705882,0,1,2,0,2,7,0
37,20,9,2,1,0,3,0,0,0,0,0,0,0.0,7,0.1891891891891892,0,1,1,0,3,12,0
94,31,13,3,1,0,3,1,1,0,0,0,30,0.3191489361702128,10,0.10638297872340426,0,0,1,0,2,32,1
43,13,22,2,0,0,5,0,0,0,0,0,0,0.0,8,0.18604651162790697,0,1,1,0,2,10,0
50,17,25,2,1,0,5,0,0,0,0,0,0,0.0,9,0.18,0,1,1,0,3,11,0
26,18,0,3,0,0,2,0,0,0,0,0,0,0.0,6,0.23076923076923078,0,1,2,0,3,6,1
35,17,10,2,0,0,4,0,0,0,0,0,0,0.0,7,0.2,0,1,1,0,3,9,1
45,16,21,3,0,0,4,0,0,0,0,0,0,0.0,8,0.17777777777777778,0,1,2,0,2,11,0
32,16,8,2,0,0,3,0,0,0,0,0,0,0.0,6,0.1875,0,1,1,0,3,8,0
62,13,41,3,3,0,4,0,0,0,0,0,3,0.04838709677419355,11,0.1774193548387097,0,1,2,0,2,11,0
62,17,37,2,2,0,5,0,0,0,0,0,0,0.0,10,0.16129032258064516,0,1,1,0,3,9,0
75,28,39,3,1,0,4,0,1,0,0,0,18,0.24,10,0.13333333333333333,0,1,2,0,2,27,1
35,20,7,2,0,0,3,0,0,0,0,0,0,0.0,6,0.17142857142857143,0,1,1,0,3,12,0
47,24,15,2,2,0,3,0,0,0,0,0,0,0.0,8,0.1702127659574468,0,1,1,0,3,11,0
60,14,38,2,1,0,6,0,0,0,0,0,0,0.0,10,0.16666666666666666,0,1,1,0,3,13,0
38,19,11,3,0,0,3,0,0,0,0,0,0,0.0,7,0.18421052631578946,0,1,1,0,3,11,0
31,16,7,1,0,0,3,0,0,0,0,0,0,0.0,5,0.16129032258064516,0,1,0,0,2,13,1
98,52,1,5,1,0,3,1,1,1,1,0,11,0.11224489795918367,15,0.15306122448979592,0,1,3,1,5,24,1
43,22,13,2,1,0,3,0,0,0,0,0,0,0.0,7,0.16279069767441862,0,1,1,0,3,14,0
58,22,28,2,3,0,4,0,0,0,0,0,0,0.0,10,0.1724137931034483,0,1,1,0,3,14,0
38,24,6,2,0,0,4,0,0,0,0,0,0,0.0,7,0.18421052631578946,0,1,1,0,3,16,0
62,13,42,1,0,0,6,0,0,0,0,0,24,0.3870967741935484,8,0.12903225806451613,0,0,0,0,3,32,1
37,16,13,1,0,0,5,0,0,0,0,0,0,0.0,7,0.1891891891891892,0,1,0,0,3,12,1
36,12,16,3,0,0,3,0,0,0,0,0,0,0.0,7,0.19444444444444445,0,1,1,0,3,11,0
41,27,6,2,0,0,4,0,0,0,0,0,0,0.0,7,0.17073170731707318,0,1,1,0,3,19,0
70,18,21,2,1,0,5,1,1,0,0,0,21,0.3,11,0.15714285714285714,0,0,0,0,3,20,1
205,10,22,2,0,1,5,1,3,0,2,0,68,0.33170731707317075,17,0.08292682926829269,0,0,0,0,3,64,1
53,18,27,2,3,0,3,0,0,0,0,0,0,0.0,9,0.16981132075471697,0,1,1,0,3,10,0
22,13,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.2727272727272727,0,1,1,0,3,5,0
22,6,8,1,0,0,3,0,0,0,0,0,1,0.045454545454545456,5,0.22727272727272727,0,1,0,0,2,7,1
38,13,17,3,0,0,3,0,0,0,0,0,0,0.0,7,0.18421052631578946,0,1,1,0,3,11,0
44,11,24,2,0,1,4,1,0,0,0,0,7,0.1590909090909091,9,0.20454545454545456,0,1,0,0,3,7,1
28,11,10,1,0,0,4,0,0,0,0,0,0,0.0,6,0.21428571428571427,0,0,0,0,3,7,1
96,16,16,3,1,0,3,1,0,0,0,0,0,0.0,9,0.09375,0,0,1,0,2,56,1
29,20,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.20689655172413793,0,1,1,0,3,12,0
335,39,65,4,5,8,18,1,3,0,2,0,25,0.07462686567164178,46,0.1373134328358209,0,1,1,0,3,21,1
20,13,0,2,0,0,2,0,0,0,0,0,0,0.0,5,0.25,0,0,1,0,2,6,1
100,37,13,3,1,0,3,1,1,0,0,0,31,0.31,10,0.1,0,0,1,0,3,32,1
25,15,2,1,1,0,3,0,0,0,0,0,3,0.12,6,0.24,0,1,0,0,3,6,1
46,19,19,3,1,0,4,0,0,0,0,0,0,0.0,9,0.1956521739130435,0,1,2,0,2,8,0
23,14,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.2608695652173913,0,1,1,0,3,6,0
90,16,66,3,6,0,5,0,0,0,0,0,2,0.022222222222222223,15,0.16666666666666666,0,1,1,0,3,8,0
27,18,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.2222222222222222,0,1,1,0,3,10,0
22,13,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.2727272727272727,0,1,1,0,3,5,0
54,14,32,2,3,0,4,0,0,0,0,0,8,0.14814814814814814,10,0.18518518518518517,0,1,1,0,2,8,0
67,14,46,1,1,0,8,0,3,0,0,0,1,0.014925373134328358,14,0.208955223880597,0,0,0,0,3,10,1
46,28,10,2,1,0,4,0,0,0,0,0,0,0.0,8,0.17391304347826086,0,1,1,0,3,20,0
113,34,62,2,1,0,6,1,1,0,0,0,10,0.08849557522123894,14,0.12389380530973451,0,1,1,0,3,46,1
33,23,2,2,0,0,4,0,0,0,0,0,3,0.09090909090909091,7,0.21212121212121213,0,1,1,0,3,10,1
63,17,38,2,6,0,4,0,0,0,0,0,0,0.0,13,0.20634920634920634,0,1,1,0,3,9,0
37,16,13,2,0,0,4,0,0,0,0,0,0,0.0,7,0.1891891891891892,0,1,1,0,2,11,0
22,13,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.2727272727272727,0,1,1,0,3,5,0
96,34,13,3,1,0,3,1,1,0,0,0,22,0.22916666666666666,10,0.10416666666666667,0,0,1,0,3,32,1
42,14,20,3,1,0,3,0,0,0,0,0,0,0.0,8,0.19047619047619047,0,1,1,0,3,7,0
42,29,5,2,1,0,4,0,0,0,0,0,2,0.047619047619047616,8,0.19047619047619047,0,1,1,0,3,14,1
26,17,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.23076923076923078,0,1,1,0,3,9,0
38,29,1,3,2,0,3,0,0,0,0,0,0,0.0,9,0.23684210526315788,0,1,2,0,2,7,0
57,19,31,1,1,0,7,0,0,0,0,0,0,0.0,10,0.17543859649122806,0,0,0,0,3,15,1
61,36,18,3,2,1,3,0,0,0,0,0,4,0.06557377049180328,10,0.16393442622950818,0,0,1,0,3,13,1
47,16,24,2,0,0,6,0,0,0,0,0,0,0.0,9,0.19148936170212766,0,0,0,0,3,12,1
41,18,15,2,1,0,5,0,0,0,0,0,0,0.0,9,0.21951219512195122,0,1,1,0,3,7,0
40,20,12,2,1,0,3,0,0,0,0,0,0,0.0,7,0.175,0,1,1,0,2,13,0
28,19,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.21428571428571427,0,1,1,0,3,11,0
33,12,13,2,0,0,4,0,0,0,0,0,0,0.0,7,0.21212121212121213,0,1,1,0,2,11,0
32,24,1,2,0,0,3,0,0,0,0,0,2,0.0625,6,0.1875,0,0,1,0,3,12,1
33,17,8,3,0,0,3,0,0,0,0,0,0,0.0,7,0.21212121212121213,0,1,2,0,2,7,0
39,24,8,1,1,0,3,0,0,0,0,0,0,0.0,6,0.15384615384615385,0,0,0,0,3,14,1
22,6,8,1,0,0,3,0,0,0,0,0,2,0.09090909090909091,5,0.22727272727272727,0,1,0,0,2,7,1
63,32,11,3,2,0,5,1,1,0,0,0,8,0.12698412698412698,13,0.20634920634920634,0,1,2,0,5,8,1
42,25,9,3,0,0,4,0,0,0,0,0,0,0.0,8,0.19047619047619047,0,1,2,0,2,14,0
